Order ID,Order Date,Requested Delivery Date,Actual Delivery Date,Days of Delay,Quantity Ordered,Quantity Delivered,Carrier Name,Carrier ID,Loading Location,Unloading Location,Cost on the Route,SKU Number,Customer ID,Customer Name,Category of Product,Availability of Product,Price of Product
1017,2027-12-12,2027-12-17,2027-12-17,0,598,598,Carrier C,CAR003,Warehouse E,Warehouse F,288,SKU271,CU008,Company E,Fruit Juice,In Stock,3.35
1018,2027-12-13,2027-12-17,2027-12-19,2,282,255,Carrier D,CAR002,Warehouse E,Warehouse F,105,SKU911,CU004,Company C,Beverage,In Stock,3.06
1019,2027-12-14,2027-12-19,2027-12-19,0,447,447,Carrier A,CAR002,Warehouse C,Warehouse B,189,SKU969,CU004,Company D,Beverage,In Stock,2.27
1020,2027-12-15,2027-12-21,2027-12-22,1,615,572,Carrier C,CAR005,Warehouse D,Warehouse C,194,SKU191,CU007,Company B,Coffee,In Stock,3.26
1021,2027-12-16,2027-12-22,2027-12-23,0,108,108,Carrier C,CAR005,Warehouse C,Warehouse D,257,SKU843,CU001,Company F,Tea,In Stock,3.69
1022,2027-12-17,2027-12-21,2027-12-22,1,250,215,Carrier E,CAR002,Warehouse F,Warehouse B,251,SKU303,CU006,Company D,Tea,In Stock,1.84
1023,2027-12-18,2027-12-22,2027-12-24,0,564,564,Carrier A,CAR004,Warehouse B,Warehouse G,253,SKU577,CU008,Company A,Dairy,In Stock,3.16
1024,2027-12-19,2027-12-22,2027-12-24,2,541,538,Carrier A,CAR004,Warehouse F,Warehouse B,150,SKU936,CU003,Company F,Fruit Juice,In Stock,3.49
1025,2027-12-20,2027-12-27,2027-12-29,0,430,430,Carrier C,CAR003,Warehouse B,Warehouse D,227,SKU398,CU006,Company D,Coffee,In Stock,1.65
1026,2027-12-21,2027-12-27,2027-12-27,0,524,487,Carrier C,CAR002,Warehouse D,Warehouse B,104,SKU314,CU002,Company B,Fruit Juice,In Stock,4.0
1027,2027-12-22,2027-12-28,2027-12-30,0,127,127,Carrier B,CAR005,Warehouse B,Warehouse F,292,SKU151,CU009,Company F,Snack,In Stock,1.86
1028,2027-12-23,2027-12-28,2027-12-29,1,185,175,Carrier B,CAR005,Warehouse F,Warehouse D,297,SKU736,CU006,Company F,Coffee,In Stock,2.78
1029,2027-12-24,2027-12-29,2027-12-31,0,628,628,Carrier B,CAR005,Warehouse B,Warehouse F,125,SKU899,CU004,Company B,Dairy,Out of Stock,2.33
1030,2027-12-25,2028-01-01,2028-01-01,0,206,190,Carrier E,CAR005,Warehouse D,Warehouse B,239,SKU355,CU003,Company B,Dairy,In Stock,4.23
1031,2027-12-26,2027-12-30,2027-12-31,0,153,153,Carrier C,CAR001,Warehouse F,Warehouse G,245,SKU956,CU010,Company B,Coffee,In Stock,3.25
1032,2027-12-27,2028-01-02,2028-01-04,2,161,156,Carrier B,CAR003,Warehouse A,Warehouse C,236,SKU518,CU002,Company A,Dairy,In Stock,4.47
1033,2027-12-28,2028-01-01,2028-01-01,0,190,190,Carrier C,CAR002,Warehouse B,Warehouse B,135,SKU736,CU007,Company B,Tea,In Stock,3.29
1034,2027-12-29,2028-01-02,2028-01-02,0,693,678,Carrier D,CAR001,Warehouse A,Warehouse E,261,SKU929,CU010,Company D,Coffee,In Stock,3.81
1035,2027-12-30,2028-01-06,2028-01-07,0,334,334,Carrier C,CAR005,Warehouse D,Warehouse E,222,SKU725,CU002,Company E,Beverage,In Stock,4.32
1036,2027-12-31,2028-01-05,2028-01-06,1,628,602,Carrier D,CAR005,Warehouse F,Warehouse D,266,SKU767,CU002,Company E,Fruit Juice,In Stock,1.54
1037,2028-01-01,2028-01-06,2028-01-06,0,377,377,Carrier A,CAR001,Warehouse D,Warehouse G,287,SKU641,CU004,Company E,Snack,In Stock,2.34
1038,2028-01-02,2028-01-09,2028-01-09,0,507,470,Carrier D,CAR005,Warehouse C,Warehouse D,174,SKU989,CU009,Company B,Dairy,In Stock,2.93
1039,2028-01-03,2028-01-10,2028-01-12,0,251,251,Carrier D,CAR003,Warehouse B,Warehouse F,168,SKU690,CU004,Company C,Coffee,In Stock,3.79
1040,2028-01-04,2028-01-09,2028-01-09,0,366,361,Carrier E,CAR005,Warehouse C,Warehouse E,225,SKU970,CU005,Company C,Tea,In Stock,3.96
1041,2028-01-05,2028-01-10,2028-01-10,0,639,639,Carrier E,CAR002,Warehouse D,Warehouse B,297,SKU276,CU007,Company D,Snack,In Stock,3.12
1042,2028-01-06,2028-01-11,2028-01-11,0,654,612,Carrier D,CAR002,Warehouse D,Warehouse G,249,SKU582,CU008,Company D,Tea,In Stock,3.14
1043,2028-01-07,2028-01-10,2028-01-12,0,301,301,Carrier B,CAR003,Warehouse C,Warehouse B,113,SKU272,CU001,Company D,Fruit Juice,In Stock,3.49
1044,2028-01-08,2028-01-12,2028-01-12,0,118,107,Carrier D,CAR003,Warehouse D,Warehouse E,196,SKU516,CU007,Company E,Tea,In Stock,3.11
1045,2028-01-09,2028-01-14,2028-01-16,0,110,110,Carrier E,CAR003,Warehouse A,Warehouse E,254,SKU732,CU007,Company B,Tea,In Stock,1.62
1046,2028-01-10,2028-01-17,2028-01-17,0,165,144,Carrier D,CAR003,Warehouse A,Warehouse B,197,SKU950,CU006,Company A,Coffee,In Stock,4.47
1047,2028-01-11,2028-01-18,2028-01-18,0,514,514,Carrier E,CAR004,Warehouse F,Warehouse C,137,SKU365,CU010,Company E,Fruit Juice,In Stock,3.64
1048,2028-01-12,2028-01-18,2028-01-20,2,458,458,Carrier B,CAR003,Warehouse E,Warehouse B,177,SKU505,CU001,Company F,Dairy,In Stock,4.2
1049,2028-01-13,2028-01-20,2028-01-22,0,129,129,Carrier C,CAR002,Warehouse C,Warehouse C,140,SKU557,CU009,Company D,Coffee,In Stock,3.03
1050,2028-01-14,2028-01-18,2028-01-20,2,589,565,Carrier B,CAR003,Warehouse F,Warehouse D,197,SKU907,CU004,Company E,Beverage,In Stock,2.87
1051,2028-01-15,2028-01-21,2028-01-22,0,669,669,Carrier B,CAR002,Warehouse D,Warehouse E,139,SKU366,CU004,Company D,Snack,In Stock,3.66
1052,2028-01-16,2028-01-21,2028-01-22,1,629,598,Carrier E,CAR005,Warehouse F,Warehouse C,198,SKU163,CU005,Company D,Coffee,Out of Stock,4.21
1053,2028-01-17,2028-01-20,2028-01-21,0,184,184,Carrier D,CAR005,Warehouse D,Warehouse F,140,SKU788,CU006,Company F,Fruit Juice,Out of Stock,3.69
1054,2028-01-18,2028-01-25,2028-01-26,1,321,304,Carrier A,CAR003,Warehouse F,Warehouse G,118,SKU247,CU004,Company A,Snack,In Stock,3.95
1055,2028-01-19,2028-01-24,2028-01-26,0,343,343,Carrier C,CAR001,Warehouse E,Warehouse C,143,SKU293,CU008,Company B,Snack,In Stock,3.27
1056,2028-01-20,2028-01-23,2028-01-25,2,613,604,Carrier B,CAR005,Warehouse C,Warehouse B,241,SKU430,CU007,Company B,Tea,In Stock,1.53
1057,2028-01-21,2028-01-28,2028-01-30,0,528,528,Carrier E,CAR004,Warehouse E,Warehouse E,273,SKU614,CU008,Company E,Beverage,In Stock,3.6
1058,2028-01-22,2028-01-26,2028-01-26,0,377,329,Carrier D,CAR003,Warehouse F,Warehouse F,137,SKU105,CU007,Company A,Fruit Juice,In Stock,1.67
1059,2028-01-23,2028-01-29,2028-01-30,0,111,111,Carrier B,CAR003,Warehouse D,Warehouse E,131,SKU640,CU002,Company C,Beverage,In Stock,3.16
1060,2028-01-24,2028-01-28,2028-01-29,1,399,367,Carrier C,CAR003,Warehouse F,Warehouse F,268,SKU141,CU010,Company A,Coffee,In Stock,2.41
1061,2028-01-25,2028-02-01,2028-02-01,0,67,67,Carrier A,CAR005,Warehouse A,Warehouse E,277,SKU657,CU004,Company B,Snack,In Stock,3.89
1062,2028-01-26,2028-01-31,2028-02-02,2,489,481,Carrier B,CAR001,Warehouse A,Warehouse B,158,SKU714,CU005,Company B,Snack,In Stock,3.52
1063,2028-01-27,2028-02-02,2028-02-04,0,265,265,Carrier D,CAR005,Warehouse A,Warehouse C,257,SKU616,CU009,Company D,Snack,In Stock,3.05
1064,2028-01-28,2028-02-01,2028-02-01,0,614,614,Carrier A,CAR005,Warehouse C,Warehouse B,208,SKU355,CU007,Company B,Beverage,In Stock,3.99
1065,2028-01-29,2028-02-05,2028-02-05,0,64,64,Carrier B,CAR005,Warehouse C,Warehouse G,205,SKU443,CU006,Company C,Fruit Juice,In Stock,1.75
1066,2028-01-30,2028-02-02,2028-02-02,0,297,287,Carrier B,CAR002,Warehouse A,Warehouse D,266,SKU863,CU003,Company A,Tea,Out of Stock,3.71
1067,2028-01-31,2028-02-07,2028-02-09,0,210,210,Carrier B,CAR004,Warehouse D,Warehouse D,212,SKU686,CU003,Company E,Beverage,In Stock,2.4
1068,2028-02-01,2028-02-05,2028-02-06,1,453,452,Carrier C,CAR002,Warehouse F,Warehouse F,228,SKU421,CU005,Company A,Fruit Juice,In Stock,2.51
1069,2028-02-02,2028-02-05,2028-02-05,0,677,677,Carrier D,CAR003,Warehouse A,Warehouse B,237,SKU141,CU010,Company A,Snack,In Stock,4.15
1070,2028-02-03,2028-02-06,2028-02-08,2,505,457,Carrier A,CAR003,Warehouse D,Warehouse E,283,SKU620,CU005,Company C,Beverage,In Stock,1.59
1071,2028-02-04,2028-02-08,2028-02-09,0,114,114,Carrier A,CAR001,Warehouse D,Warehouse F,263,SKU940,CU001,Company E,Tea,In Stock,2.96
1072,2028-02-05,2028-02-10,2028-02-10,0,642,628,Carrier D,CAR003,Warehouse A,Warehouse B,253,SKU704,CU009,Company A,Fruit Juice,In Stock,1.53
1073,2028-02-06,2028-02-09,2028-02-10,0,385,385,Carrier D,CAR004,Warehouse C,Warehouse B,155,SKU237,CU010,Company D,Beverage,In Stock,4.07
1074,2028-02-07,2028-02-12,2028-02-12,0,163,143,Carrier B,CAR002,Warehouse F,Warehouse C,238,SKU666,CU008,Company F,Coffee,Out of Stock,2.8
1075,2028-02-08,2028-02-12,2028-02-13,0,151,151,Carrier D,CAR005,Warehouse A,Warehouse E,288,SKU494,CU008,Company D,Beverage,Out of Stock,1.97
1076,2028-02-09,2028-02-14,2028-02-14,0,492,472,Carrier C,CAR004,Warehouse C,Warehouse E,133,SKU820,CU002,Company E,Fruit Juice,In Stock,1.72
1077,2028-02-10,2028-02-13,2028-02-14,0,444,444,Carrier D,CAR001,Warehouse B,Warehouse B,106,SKU781,CU008,Company D,Fruit Juice,In Stock,3.79
1078,2028-02-11,2028-02-18,2028-02-18,0,651,601,Carrier A,CAR001,Warehouse F,Warehouse F,213,SKU941,CU009,Company A,Snack,Out of Stock,3.01
1079,2028-02-12,2028-02-18,2028-02-20,0,623,623,Carrier D,CAR005,Warehouse F,Warehouse F,269,SKU619,CU007,Company F,Snack,In Stock,2.13
1080,2028-02-13,2028-02-16,2028-02-17,1,551,547,Carrier D,CAR003,Warehouse F,Warehouse C,161,SKU948,CU002,Company F,Beverage,Out of Stock,1.71
1081,2028-02-14,2028-02-20,2028-02-22,0,324,324,Carrier A,CAR003,Warehouse C,Warehouse F,156,SKU786,CU001,Company D,Tea,In Stock,3.48
1082,2028-02-15,2028-02-21,2028-02-21,0,133,109,Carrier D,CAR001,Warehouse C,Warehouse B,295,SKU570,CU003,Company C,Snack,In Stock,2.44
1083,2028-02-16,2028-02-21,2028-02-22,0,82,82,Carrier E,CAR003,Warehouse B,Warehouse G,231,SKU866,CU002,Company E,Fruit Juice,Out of Stock,3.31
1084,2028-02-17,2028-02-22,2028-02-23,1,390,382,Carrier A,CAR002,Warehouse B,Warehouse F,224,SKU472,CU008,Company D,Fruit Juice,Out of Stock,2.69
1085,2028-02-18,2028-02-23,2028-02-23,0,548,548,Carrier E,CAR001,Warehouse B,Warehouse B,155,SKU148,CU002,Company B,Snack,Out of Stock,1.64
1086,2028-02-19,2028-02-24,2028-02-26,2,489,439,Carrier D,CAR004,Warehouse E,Warehouse G,276,SKU318,CU009,Company F,Tea,In Stock,2.76
1087,2028-02-20,2028-02-27,2028-02-28,0,439,439,Carrier A,CAR002,Warehouse E,Warehouse E,201,SKU411,CU001,Company F,Dairy,In Stock,1.72
1088,2028-02-21,2028-02-28,2028-02-28,0,208,179,Carrier A,CAR003,Warehouse E,Warehouse G,193,SKU140,CU003,Company E,Beverage,In Stock,3.38
1089,2028-02-22,2028-02-25,2028-02-26,0,618,618,Carrier E,CAR001,Warehouse D,Warehouse B,290,SKU596,CU002,Company E,Fruit Juice,In Stock,2.25
1090,2028-02-23,2028-02-28,2028-02-29,1,188,188,Carrier A,CAR004,Warehouse E,Warehouse D,162,SKU869,CU008,Company E,Tea,Out of Stock,3.6
1091,2028-02-24,2028-02-29,2028-03-01,0,365,365,Carrier D,CAR004,Warehouse A,Warehouse E,176,SKU370,CU008,Company A,Beverage,In Stock,4.2
1092,2028-02-25,2028-02-29,2028-03-01,1,637,617,Carrier C,CAR001,Warehouse B,Warehouse G,109,SKU508,CU004,Company D,Beverage,In Stock,3.39
1093,2028-02-26,2028-03-02,2028-03-02,0,432,432,Carrier D,CAR005,Warehouse D,Warehouse B,155,SKU316,CU007,Company B,Snack,In Stock,3.15
1094,2028-02-27,2028-03-03,2028-03-03,0,141,137,Carrier B,CAR003,Warehouse A,Warehouse B,106,SKU236,CU004,Company A,Beverage,Out of Stock,4.44
1095,2028-02-28,2028-03-04,2028-03-05,0,131,131,Carrier C,CAR003,Warehouse B,Warehouse D,268,SKU240,CU006,Company F,Dairy,In Stock,2.53
1096,2028-02-29,2028-03-04,2028-03-05,1,304,299,Carrier B,CAR003,Warehouse C,Warehouse F,285,SKU732,CU008,Company C,Coffee,In Stock,3.56
1097,2028-03-01,2028-03-04,2028-03-05,0,158,158,Carrier B,CAR004,Warehouse A,Warehouse C,192,SKU127,CU002,Company E,Tea,In Stock,2.34
1098,2028-03-02,2028-03-09,2028-03-10,1,682,679,Carrier B,CAR001,Warehouse A,Warehouse E,251,SKU241,CU007,Company F,Fruit Juice,In Stock,4.23
1099,2028-03-03,2028-03-07,2028-03-09,0,210,210,Carrier A,CAR004,Warehouse A,Warehouse C,158,SKU888,CU007,Company F,Snack,In Stock,1.58
1100,2028-03-04,2028-03-09,2028-03-11,2,111,63,Carrier E,CAR004,Warehouse A,Warehouse D,293,SKU203,CU001,Company E,Dairy,In Stock,4.25
1101,2028-03-05,2028-03-10,2028-03-11,0,283,283,Carrier A,CAR002,Warehouse A,Warehouse C,146,SKU970,CU003,Company A,Tea,In Stock,2.07
1102,2028-03-06,2028-03-11,2028-03-13,2,288,250,Carrier C,CAR005,Warehouse F,Warehouse D,216,SKU592,CU002,Company C,Snack,In Stock,4.23
1103,2028-03-07,2028-03-11,2028-03-13,0,572,572,Carrier C,CAR004,Warehouse B,Warehouse E,161,SKU504,CU009,Company B,Snack,Out of Stock,1.83
1104,2028-03-08,2028-03-14,2028-03-14,0,292,284,Carrier E,CAR002,Warehouse D,Warehouse E,172,SKU196,CU007,Company F,Beverage,In Stock,4.24
1105,2028-03-09,2028-03-13,2028-03-14,0,310,310,Carrier E,CAR005,Warehouse E,Warehouse E,191,SKU437,CU008,Company B,Beverage,In Stock,4.16
1106,2028-03-10,2028-03-14,2028-03-14,0,412,405,Carrier C,CAR003,Warehouse A,Warehouse D,209,SKU810,CU005,Company C,Snack,In Stock,1.73
1107,2028-03-11,2028-03-17,2028-03-18,0,233,233,Carrier A,CAR004,Warehouse C,Warehouse F,211,SKU768,CU007,Company B,Dairy,In Stock,3.06
1108,2028-03-12,2028-03-15,2028-03-16,1,645,621,Carrier C,CAR004,Warehouse A,Warehouse C,121,SKU349,CU004,Company C,Dairy,In Stock,2.35
1109,2028-03-13,2028-03-18,2028-03-19,0,276,276,Carrier A,CAR003,Warehouse C,Warehouse B,198,SKU161,CU009,Company D,Tea,In Stock,4.16
1110,2028-03-14,2028-03-18,2028-03-18,0,592,544,Carrier D,CAR002,Warehouse D,Warehouse C,300,SKU708,CU005,Company B,Dairy,In Stock,4.13
1111,2028-03-15,2028-03-20,2028-03-22,0,543,543,Carrier A,CAR003,Warehouse C,Warehouse F,222,SKU207,CU003,Company E,Snack,In Stock,2.27
1112,2028-03-16,2028-03-23,2028-03-23,0,357,311,Carrier C,CAR002,Warehouse F,Warehouse B,248,SKU303,CU002,Company F,Fruit Juice,In Stock,2.58
1113,2028-03-17,2028-03-20,2028-03-21,0,530,530,Carrier E,CAR001,Warehouse E,Warehouse G,295,SKU852,CU003,Company A,Tea,Out of Stock,3.25
1114,2028-03-18,2028-03-21,2028-03-21,0,575,547,Carrier A,CAR001,Warehouse F,Warehouse C,200,SKU184,CU010,Company A,Snack,In Stock,2.04
1115,2028-03-19,2028-03-24,2028-03-24,0,148,148,Carrier E,CAR001,Warehouse E,Warehouse B,199,SKU499,CU008,Company D,Dairy,In Stock,2.66
1116,2028-03-20,2028-03-26,2028-03-27,1,685,655,Carrier C,CAR002,Warehouse F,Warehouse F,292,SKU207,CU006,Company B,Dairy,In Stock,2.21
1117,2028-03-21,2028-03-25,2028-03-27,0,619,619,Carrier A,CAR001,Warehouse B,Warehouse F,131,SKU805,CU006,Company C,Snack,In Stock,2.1
1118,2028-03-22,2028-03-26,2028-03-28,2,294,260,Carrier C,CAR005,Warehouse B,Warehouse G,264,SKU902,CU007,Company A,Dairy,In Stock,2.23
1119,2028-03-23,2028-03-29,2028-03-30,0,334,334,Carrier B,CAR003,Warehouse C,Warehouse D,287,SKU886,CU001,Company A,Tea,In Stock,2.42
1120,2028-03-24,2028-03-31,2028-04-02,2,352,350,Carrier C,CAR001,Warehouse F,Warehouse B,147,SKU642,CU006,Company E,Snack,In Stock,1.68
1121,2028-03-25,2028-03-28,2028-03-30,0,434,434,Carrier D,CAR004,Warehouse D,Warehouse B,272,SKU247,CU002,Company D,Coffee,Out of Stock,2.55
1122,2028-03-26,2028-03-29,2028-03-29,0,279,265,Carrier B,CAR003,Warehouse B,Warehouse B,242,SKU692,CU010,Company B,Beverage,In Stock,3.07
1123,2028-03-27,2028-03-31,2028-04-02,0,622,622,Carrier E,CAR003,Warehouse B,Warehouse F,144,SKU682,CU002,Company B,Beverage,In Stock,2.66
1124,2028-03-28,2028-04-04,2028-04-04,0,357,350,Carrier D,CAR004,Warehouse A,Warehouse G,275,SKU522,CU010,Company A,Tea,In Stock,3.57
1125,2028-03-29,2028-04-04,2028-04-06,0,519,519,Carrier E,CAR001,Warehouse D,Warehouse E,193,SKU929,CU002,Company A,Fruit Juice,In Stock,4.21
1126,2028-03-30,2028-04-02,2028-04-02,0,646,635,Carrier A,CAR003,Warehouse A,Warehouse E,274,SKU952,CU009,Company C,Fruit Juice,In Stock,4.17
1127,2028-03-31,2028-04-04,2028-04-05,0,564,564,Carrier D,CAR002,Warehouse C,Warehouse G,206,SKU895,CU005,Company E,Dairy,In Stock,1.68
1128,2028-04-01,2028-04-05,2028-04-05,0,436,398,Carrier A,CAR005,Warehouse E,Warehouse G,238,SKU164,CU003,Company E,Beverage,Out of Stock,4.32
1129,2028-04-02,2028-04-06,2028-04-06,0,433,433,Carrier B,CAR001,Warehouse B,Warehouse G,123,SKU402,CU009,Company C,Coffee,Out of Stock,2.64
1130,2028-04-03,2028-04-10,2028-04-10,0,544,498,Carrier D,CAR005,Warehouse E,Warehouse C,115,SKU237,CU008,Company E,Beverage,In Stock,3.46
1131,2028-04-04,2028-04-09,2028-04-09,0,564,564,Carrier C,CAR001,Warehouse F,Warehouse B,292,SKU663,CU007,Company E,Beverage,In Stock,1.72
1132,2028-04-05,2028-04-10,2028-04-12,2,210,192,Carrier E,CAR001,Warehouse F,Warehouse F,185,SKU396,CU005,Company E,Snack,In Stock,3.67
1133,2028-04-06,2028-04-12,2028-04-14,0,426,426,Carrier A,CAR003,Warehouse B,Warehouse F,228,SKU344,CU005,Company C,Snack,In Stock,1.96
1134,2028-04-07,2028-04-14,2028-04-14,0,279,236,Carrier B,CAR005,Warehouse D,Warehouse F,243,SKU736,CU009,Company F,Coffee,In Stock,3.74
1135,2028-04-08,2028-04-15,2028-04-15,0,67,67,Carrier C,CAR005,Warehouse F,Warehouse G,196,SKU355,CU008,Company A,Tea,In Stock,3.25
1136,2028-04-09,2028-04-12,2028-04-12,0,622,574,Carrier A,CAR004,Warehouse F,Warehouse E,142,SKU390,CU002,Company D,Beverage,In Stock,1.85
1137,2028-04-10,2028-04-16,2028-04-16,0,426,426,Carrier C,CAR004,Warehouse C,Warehouse G,197,SKU264,CU008,Company E,Dairy,In Stock,3.61
1138,2028-04-11,2028-04-14,2028-04-14,0,392,353,Carrier A,CAR005,Warehouse D,Warehouse C,243,SKU175,CU006,Company C,Beverage,In Stock,2.02
1139,2028-04-12,2028-04-16,2028-04-18,0,437,437,Carrier B,CAR002,Warehouse B,Warehouse B,223,SKU627,CU004,Company B,Fruit Juice,In Stock,4.31
1140,2028-04-13,2028-04-19,2028-04-20,1,218,173,Carrier C,CAR003,Warehouse C,Warehouse G,243,SKU698,CU009,Company B,Fruit Juice,In Stock,3.56
1141,2028-04-14,2028-04-21,2028-04-22,0,111,111,Carrier C,CAR002,Warehouse C,Warehouse D,217,SKU545,CU004,Company B,Beverage,In Stock,2.21
1142,2028-04-15,2028-04-20,2028-04-20,0,353,332,Carrier D,CAR003,Warehouse D,Warehouse F,185,SKU331,CU007,Company F,Tea,In Stock,3.44
1143,2028-04-16,2028-04-20,2028-04-21,0,428,428,Carrier A,CAR002,Warehouse B,Warehouse G,231,SKU924,CU006,Company B,Dairy,In Stock,1.63
1144,2028-04-17,2028-04-20,2028-04-20,0,246,223,Carrier E,CAR002,Warehouse D,Warehouse G,150,SKU434,CU006,Company F,Coffee,In Stock,1.66
1145,2028-04-18,2028-04-24,2028-04-26,0,253,253,Carrier C,CAR004,Warehouse E,Warehouse F,145,SKU623,CU008,Company E,Fruit Juice,In Stock,2.47
1146,2028-04-19,2028-04-24,2028-04-25,1,345,332,Carrier A,CAR005,Warehouse B,Warehouse G,230,SKU215,CU010,Company D,Tea,In Stock,1.96
1147,2028-04-20,2028-04-27,2028-04-28,0,138,138,Carrier D,CAR004,Warehouse D,Warehouse G,261,SKU280,CU007,Company D,Beverage,In Stock,2.3
1148,2028-04-21,2028-04-27,2028-04-27,0,500,473,Carrier C,CAR005,Warehouse D,Warehouse G,132,SKU468,CU008,Company D,Beverage,In Stock,4.34
1149,2028-04-22,2028-04-25,2028-04-27,0,62,62,Carrier D,CAR001,Warehouse E,Warehouse B,234,SKU379,CU006,Company E,Beverage,In Stock,3.01
1150,2028-04-23,2028-04-30,2028-04-30,0,523,499,Carrier C,CAR001,Warehouse B,Warehouse F,257,SKU722,CU003,Company A,Fruit Juice,In Stock,2.71
1151,2028-04-24,2028-04-28,2028-04-28,0,479,479,Carrier E,CAR005,Warehouse E,Warehouse C,125,SKU988,CU001,Company F,Beverage,In Stock,2.06
1152,2028-04-25,2028-04-30,2028-04-30,0,147,100,Carrier B,CAR002,Warehouse F,Warehouse C,208,SKU690,CU006,Company D,Fruit Juice,In Stock,2.56
1153,2028-04-26,2028-04-29,2028-04-30,0,297,297,Carrier B,CAR004,Warehouse E,Warehouse G,133,SKU476,CU010,Company D,Dairy,In Stock,2.47
1154,2028-04-27,2028-05-02,2028-05-04,2,397,385,Carrier A,CAR001,Warehouse A,Warehouse B,180,SKU490,CU006,Company D,Tea,In Stock,1.9
1155,2028-04-28,2028-05-01,2028-05-02,0,488,488,Carrier B,CAR005,Warehouse A,Warehouse C,186,SKU640,CU002,Company E,Fruit Juice,In Stock,4.36
1156,2028-04-29,2028-05-03,2028-05-03,0,456,426,Carrier B,CAR003,Warehouse A,Warehouse G,191,SKU350,CU008,Company D,Tea,In Stock,3.65
1157,2028-04-30,2028-05-03,2028-05-03,0,642,642,Carrier A,CAR003,Warehouse E,Warehouse E,217,SKU509,CU006,Company C,Fruit Juice,In Stock,1.57
1158,2028-05-01,2028-05-05,2028-05-07,2,660,650,Carrier D,CAR002,Warehouse F,Warehouse B,203,SKU798,CU001,Company E,Beverage,In Stock,4.0
1159,2028-05-02,2028-05-06,2028-05-08,0,400,400,Carrier B,CAR001,Warehouse F,Warehouse C,230,SKU468,CU009,Company F,Fruit Juice,In Stock,2.83
1160,2028-05-03,2028-05-08,2028-05-09,1,349,321,Carrier B,CAR002,Warehouse F,Warehouse F,257,SKU469,CU001,Company C,Dairy,In Stock,1.51
1161,2028-05-04,2028-05-07,2028-05-08,0,352,352,Carrier E,CAR002,Warehouse D,Warehouse C,251,SKU253,CU006,Company B,Snack,In Stock,1.56
1162,2028-05-05,2028-05-10,2028-05-10,0,654,607,Carrier C,CAR002,Warehouse C,Warehouse E,195,SKU464,CU001,Company B,Fruit Juice,In Stock,3.97
1163,2028-05-06,2028-05-09,2028-05-09,0,124,124,Carrier C,CAR001,Warehouse F,Warehouse D,135,SKU556,CU003,Company F,Beverage,In Stock,1.78
1164,2028-05-07,2028-05-14,2028-05-14,0,667,630,Carrier D,CAR002,Warehouse F,Warehouse G,116,SKU433,CU005,Company F,Fruit Juice,In Stock,3.88
1165,2028-05-08,2028-05-12,2028-05-12,0,146,146,Carrier E,CAR005,Warehouse F,Warehouse F,266,SKU988,CU006,Company B,Beverage,In Stock,1.81
1166,2028-05-09,2028-05-15,2028-05-15,0,296,294,Carrier D,CAR005,Warehouse E,Warehouse E,112,SKU693,CU002,Company E,Fruit Juice,In Stock,4.3
1167,2028-05-10,2028-05-16,2028-05-18,0,485,485,Carrier C,CAR003,Warehouse B,Warehouse E,222,SKU901,CU007,Company F,Snack,In Stock,1.78
1168,2028-05-11,2028-05-15,2028-05-15,0,641,610,Carrier C,CAR003,Warehouse A,Warehouse G,272,SKU801,CU008,Company C,Snack,In Stock,3.34
1169,2028-05-12,2028-05-15,2028-05-15,0,308,308,Carrier E,CAR002,Warehouse A,Warehouse B,291,SKU697,CU002,Company B,Tea,In Stock,2.64
1170,2028-05-13,2028-05-18,2028-05-18,0,172,138,Carrier E,CAR003,Warehouse F,Warehouse G,225,SKU681,CU004,Company E,Dairy,In Stock,3.19
1171,2028-05-14,2028-05-20,2028-05-20,0,163,163,Carrier B,CAR004,Warehouse F,Warehouse D,137,SKU978,CU009,Company F,Beverage,In Stock,4.39
1172,2028-05-15,2028-05-21,2028-05-23,2,507,500,Carrier C,CAR003,Warehouse D,Warehouse E,225,SKU310,CU010,Company D,Snack,In Stock,3.8
1173,2028-05-16,2028-05-20,2028-05-21,0,176,176,Carrier E,CAR002,Warehouse C,Warehouse G,116,SKU534,CU001,Company B,Snack,In Stock,2.23
1174,2028-05-17,2028-05-22,2028-05-22,0,150,100,Carrier C,CAR003,Warehouse D,Warehouse B,240,SKU601,CU007,Company E,Beverage,In Stock,2.78
1175,2028-05-18,2028-05-23,2028-05-24,0,192,192,Carrier C,CAR001,Warehouse A,Warehouse F,171,SKU296,CU008,Company D,Beverage,In Stock,2.64
1176,2028-05-19,2028-05-25,2028-05-26,1,419,401,Carrier E,CAR005,Warehouse C,Warehouse E,138,SKU968,CU002,Company B,Dairy,In Stock,2.72
1177,2028-05-20,2028-05-27,2028-05-27,0,211,211,Carrier D,CAR004,Warehouse A,Warehouse E,225,SKU492,CU001,Company C,Tea,In Stock,3.88
1178,2028-05-21,2028-05-25,2028-05-25,0,495,485,Carrier D,CAR002,Warehouse C,Warehouse B,214,SKU705,CU003,Company A,Tea,In Stock,3.46
1179,2028-05-22,2028-05-28,2028-05-30,0,365,365,Carrier D,CAR004,Warehouse D,Warehouse D,204,SKU202,CU005,Company C,Fruit Juice,In Stock,3.65
1180,2028-05-23,2028-05-29,2028-05-29,0,122,76,Carrier E,CAR002,Warehouse A,Warehouse B,295,SKU651,CU003,Company A,Snack,In Stock,2.33
